id,property_id,year,month,occupancy,adr,revenue,country,country_code,adm_1_id,adm_2_id,adm_3_id,bathrooms,bedrooms,revpar,fetched_revenue,property_grade
5215564,abnb_843417595681243042,2024,1,0.035714286,70.34874,917.0460823363686,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,1,2.51245502009964,70.34874,A
1204818,abnb_746384307253171781,2024,1,0.739130435,741.825599559,200131.64550510552,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,4,5,548.3058780961795,25222.070385,A
2283804,abnb_18374040,2024,1,0.341463415,52.587788571,6554.234143554345,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,17.95680587275163,736.22904,A
4876023,abnb_844664736919163145,2024,1,0.5,63.11862,11519.14815,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,31.55931,441.83034,A
4388246,abnb_47396430,2024,1,0.413043478,232.171494474,35002.37637304954,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,2,95.89692156999874,4411.258395,A
5215722,abnb_822390579101366899,2024,1,1.0,306.31095,111803.49675,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,306.31095,4900.9752,A
1664337,abnb_865903424885663616,2024,1,1.0,181.93014,66404.5011,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,181.93014,363.86028,A
1204515,abnb_795537376788454721,2024,1,1.0,231.14586,84368.2389,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,2,231.14586,1618.02102,A
4074989,abnb_911480628227541805,2024,1,1.0,224.574823846,81969.81070379,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,2,3,224.574823846,5838.94542,A
5215703,abnb_825585040226925112,2024,1,0.193548387,139.78386,9875.053330546345,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,27.05494063163382,838.70316,A
1704040,abnb_943424940708658095,2024,1,1.0,165.22227,60306.12855,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,1,165.22227,2643.55632,A
2720714,abnb_51696764,2024,1,0.653061224,80.90502,19285.114956964735,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,52.83593138894448,2588.96064,A
2720713,abnb_51696935,2024,1,0.237288136,96.911511429,8393.52244493449,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,2,22.995951903930106,1356.76116,A
4849258,abnb_571008024570703622,2024,1,1.0,471.53322,172109.6253,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,3,3,471.53322,3300.73254,A
4558442,abnb_49393488,2024,1,0.125,35.63118,1625.6725875,,GRC,GRC.1_1,GRC.1.2_1,GRC.1.2.24_1,1,0,4.4538975,35.63118,A
